Index,Sections number,Sections
3770,0 of 0,Empty
3771,0 of 0,Empty
3772,0 of 0,Empty
3773,0 of 0,Empty
3774,0 of 0,Empty
3775,0 of 0,Empty
3776,1 of 3,Section 342 CrPC
,2 of 3,Section 304 IPC
,3 of 3,Section 1898 CrPC
3777,0 of 0,Empty
3778,0 of 0,Empty
3779,1 of 3,Section 484 CrPC
,2 of 3,Section 1 CrPC
,3 of 3,Section 1898 CrPC
3780,0 of 0,Empty
3781,0 of 0,Empty
3782,0 of 0,Empty
3783,0 of 0,Empty
3784,0 of 0,Empty
3785,0 of 0,Empty
3786,0 of 0,Empty
3787,0 of 0,Empty
3788,0 of 0,Empty
3789,1 of 1,Section 6 CrPC
3790,0 of 0,Empty
3791,0 of 0,Empty
3792,0 of 0,Empty
3793,0 of 0,Empty
3794,0 of 0,Empty
3795,0 of 0,Empty
3796,0 of 0,Empty
3797,1 of 2,Section 395 IPC
,2 of 2,Section 452 IPC
3798,0 of 0,Empty
3799,0 of 0,Empty
3800,0 of 0,Empty
3801,0 of 0,Empty
3802,0 of 0,Empty
3803,0 of 0,Empty
3804,0 of 0,Empty
3805,0 of 0,Empty
3806,0 of 0,Empty
3807,0 of 0,Empty
3808,0 of 0,Empty
3809,0 of 0,Empty
3810,0 of 0,Empty
3811,0 of 0,Empty
3812,0 of 0,Empty
3813,0 of 0,Empty
3814,0 of 0,Empty
3815,0 of 0,Empty
3816,0 of 0,Empty
3817,0 of 0,Empty
3818,0 of 0,Empty
3819,0 of 0,Empty
3820,0 of 0,Empty
3821,0 of 0,Empty
3822,0 of 0,Empty
3823,0 of 0,Empty
3824,1 of 1,Section 161 IPC
3825,0 of 0,Empty
3826,0 of 0,Empty
3827,0 of 0,Empty
3828,1 of 2,Section 302 IPC
,2 of 2,Section 34 IPC
3829,0 of 0,Empty
3830,0 of 0,Empty
3831,0 of 0,Empty
3832,0 of 0,Empty
3833,0 of 0,Empty
3834,0 of 0,Empty
3835,0 of 0,Empty
3836,0 of 0,Empty
3837,0 of 0,Empty
3838,0 of 0,Empty
3839,0 of 0,Empty
3840,0 of 0,Empty
3841,0 of 0,Empty
3842,0 of 0,Empty
3843,0 of 0,Empty
3844,0 of 0,Empty
3845,0 of 0,Empty
3846,0 of 0,Empty
3847,0 of 0,Empty
3848,0 of 0,Empty
3849,0 of 0,Empty
3850,1 of 2,Section 354 CrPC
,2 of 2,Section 5 CrPC
3851,0 of 0,Empty
3852,0 of 0,Empty
3853,0 of 0,Empty
3854,0 of 0,Empty
3855,0 of 0,Empty
3856,0 of 0,Empty
3857,0 of 0,Empty
3858,0 of 0,Empty
3859,0 of 0,Empty
3860,0 of 0,Empty
3861,0 of 0,Empty
3862,0 of 0,Empty
3863,0 of 0,Empty
3864,0 of 0,Empty
3865,0 of 0,Empty
3866,0 of 0,Empty
3867,0 of 0,Empty
3868,0 of 0,Empty
3869,0 of 0,Empty
3870,0 of 0,Empty
3871,0 of 0,Empty
3872,0 of 0,Empty
3873,0 of 0,Empty
3874,0 of 0,Empty
3875,0 of 0,Empty
3876,0 of 0,Empty
3877,0 of 0,Empty
3878,0 of 0,Empty
3879,0 of 0,Empty
3880,0 of 0,Empty
3881,0 of 0,Empty
3882,0 of 0,Empty
3883,0 of 0,Empty
3884,0 of 0,Empty
3885,0 of 0,Empty
3886,0 of 0,Empty
3887,0 of 0,Empty
3888,0 of 0,Empty
3889,0 of 0,Empty
3890,0 of 0,Empty
3891,0 of 0,Empty
3892,0 of 0,Empty
3893,0 of 0,Empty
3894,0 of 0,Empty
3895,0 of 0,Empty
3896,0 of 0,Empty
3897,0 of 0,Empty
3898,0 of 0,Empty
3899,0 of 0,Empty
3900,1 of 4,Section 313 CrPC
,2 of 4,Section 5 IPC
,3 of 4,Section 1 IPC
,4 of 4,Section 161 IPC
3901,0 of 0,Empty
3902,0 of 0,Empty
3903,0 of 0,Empty
3904,0 of 0,Empty
3905,0 of 0,Empty
3906,0 of 0,Empty
3907,0 of 0,Empty
3908,0 of 0,Empty
3909,0 of 0,Empty
3910,0 of 0,Empty
3911,0 of 0,Empty
3912,0 of 0,Empty
3913,0 of 0,Empty
3914,0 of 0,Empty
3915,0 of 0,Empty
3916,0 of 0,Empty
3917,0 of 0,Empty
3918,0 of 0,Empty
3919,0 of 0,Empty
3920,0 of 0,Empty
3921,0 of 0,Empty
3922,0 of 0,Empty
3923,0 of 0,Empty
3924,0 of 0,Empty
3925,0 of 0,Empty
3926,0 of 0,Empty
3927,0 of 0,Empty
3928,0 of 0,Empty
3929,0 of 0,Empty
3930,0 of 0,Empty
3931,0 of 0,Empty
3932,0 of 0,Empty
3933,0 of 0,Empty
3934,0 of 0,Empty
3935,0 of 0,Empty
3936,1 of 4,Section 149 IPC
,2 of 4,Section 364 IPC
,3 of 4,Section 302 IPC
,4 of 4,Section 148 IPC
3937,0 of 0,Empty
3938,0 of 0,Empty
3939,0 of 0,Empty
3940,0 of 0,Empty
3941,0 of 0,Empty
3942,0 of 0,Empty
3943,0 of 0,Empty
3944,1 of 1,Section 144 CrPC
3945,0 of 0,Empty
3946,0 of 0,Empty
3947,0 of 0,Empty
3948,0 of 0,Empty
3949,0 of 0,Empty
3950,0 of 0,Empty
3951,0 of 0,Empty
3952,0 of 0,Empty
3953,0 of 0,Empty
3954,0 of 0,Empty
3955,0 of 0,Empty
3956,0 of 0,Empty
3957,0 of 0,Empty
3958,0 of 0,Empty
3959,0 of 0,Empty
3960,0 of 0,Empty
3961,0 of 0,Empty
3962,0 of 0,Empty
3963,0 of 0,Empty
3964,0 of 0,Empty
3965,0 of 0,Empty
3966,0 of 0,Empty
3967,0 of 0,Empty
3968,0 of 0,Empty
3969,0 of 0,Empty
3970,0 of 0,Empty
3971,0 of 0,Empty
3972,0 of 0,Empty
3973,0 of 0,Empty
3974,0 of 0,Empty
3975,0 of 0,Empty
3976,0 of 0,Empty
3977,0 of 0,Empty
3978,0 of 0,Empty
3979,0 of 0,Empty
3980,0 of 0,Empty
3981,0 of 0,Empty
3982,0 of 0,Empty
3983,0 of 0,Empty
3984,0 of 0,Empty
3985,0 of 0,Empty
3986,0 of 0,Empty
3987,0 of 0,Empty
3988,1 of 5,Section 307 IPC
,2 of 5,Section 286 IPC
,3 of 5,Section 1981 IPC
,4 of 5,Section 10 IPC
,5 of 5,Section 342 IPC
3989,0 of 0,Empty
3990,0 of 0,Empty
3991,0 of 0,Empty
3992,0 of 0,Empty
3993,0 of 0,Empty
3994,0 of 0,Empty
3995,0 of 0,Empty
3996,0 of 0,Empty
3997,0 of 0,Empty
3998,0 of 0,Empty
3999,0 of 0,Empty
4000,0 of 0,Empty
4001,0 of 0,Empty
4002,0 of 0,Empty
4003,1 of 3,Section 5 IPC
,2 of 3,Section 1 IPC
,3 of 3,Section 161 IPC
4004,0 of 0,Empty
4005,0 of 0,Empty
4006,0 of 0,Empty
4007,0 of 0,Empty
4008,0 of 0,Empty
4009,0 of 0,Empty
4010,0 of 0,Empty
4011,0 of 0,Empty
4012,0 of 0,Empty
4013,0 of 0,Empty
4014,0 of 0,Empty
4015,0 of 0,Empty
4016,0 of 0,Empty
4017,0 of 0,Empty
4018,1 of 5,Section 263 IPC
,2 of 5,Section 34 IPC
,3 of 5,Section 380 IPC
,4 of 5,Section 420 IPC
,5 of 5,Section 262 IPC
4019,0 of 0,Empty
4020,0 of 0,Empty
4021,0 of 0,Empty
4022,0 of 0,Empty
4023,0 of 0,Empty
4024,0 of 0,Empty
4025,0 of 0,Empty
4026,0 of 0,Empty
4027,0 of 0,Empty
4028,0 of 0,Empty
4029,0 of 0,Empty
4030,0 of 0,Empty
4031,0 of 0,Empty
4032,0 of 0,Empty
4033,0 of 0,Empty
4034,0 of 0,Empty
4035,0 of 0,Empty
4036,0 of 0,Empty
4037,1 of 13,Section 20 IPC
,2 of 13,Section 34 IPC
,3 of 13,Section 302 IPC
,4 of 13,Section 377 CrPC
,5 of 13,Section 397 CrPC
,6 of 13,Section 40 CrPC
,7 of 13,Section 401 IPC
,8 of 13,Section 386 CrPC
,9 of 13,Section 401 CrPC
,10 of 13,Section 1 CrPC
,11 of 13,Section 1 IPC
,12 of 13,Section 397 IPC
,13 of 13,Section 201 IPC
4038,0 of 0,Empty
4039,0 of 0,Empty
4040,0 of 0,Empty
4041,0 of 0,Empty
4042,0 of 0,Empty
4043,0 of 0,Empty
4044,0 of 0,Empty
4045,0 of 0,Empty
4046,0 of 0,Empty
4047,0 of 0,Empty
4048,0 of 0,Empty
4049,1 of 7,Section 25 CrPC
,2 of 7,Section 4 CrPC
,3 of 7,Section 24 CrPC
,4 of 7,Section 1973 CrPC
,5 of 7,Section 6 CrPC
,6 of 7,Section 1980 CrPC
,7 of 7,Section 5 CrPC
4050,0 of 0,Empty
4051,1 of 4,Section 197 CrPC
,2 of 4,Section 21 IPC
,3 of 4,Section 482 CrPC
,4 of 4,Section 1 CrPC
4052,0 of 0,Empty
4053,0 of 0,Empty
4054,0 of 0,Empty
4055,0 of 0,Empty
4056,0 of 0,Empty
4057,0 of 0,Empty
4058,0 of 0,Empty
4059,0 of 0,Empty
4060,1 of 4,Section 228 IPC
,2 of 4,Section 1860 IPC
,3 of 4,Section 219 IPC
,4 of 4,Section 193 IPC
4061,0 of 0,Empty
4062,0 of 0,Empty
4063,0 of 0,Empty
4064,0 of 0,Empty
4065,0 of 0,Empty
4066,0 of 0,Empty
4067,0 of 0,Empty
4068,0 of 0,Empty
4069,0 of 0,Empty
4070,0 of 0,Empty
4071,0 of 0,Empty
4072,0 of 0,Empty
4073,0 of 0,Empty
4074,1 of 2,Section 1973 CrPC
,2 of 2,Section 439 CrPC
4075,0 of 0,Empty
4076,0 of 0,Empty
4077,0 of 0,Empty
4078,0 of 0,Empty
4079,0 of 0,Empty
4080,0 of 0,Empty
4081,0 of 0,Empty
4082,0 of 0,Empty
4083,0 of 0,Empty
4084,1 of 3,Section 386 IPC
,2 of 3,Section 1 IPC
,3 of 3,Section 378 IPC
4085,0 of 0,Empty
4086,0 of 0,Empty
4087,0 of 0,Empty
4088,0 of 0,Empty
4089,0 of 0,Empty
4090,0 of 0,Empty
4091,0 of 0,Empty
4092,0 of 0,Empty
4093,0 of 0,Empty
4094,0 of 0,Empty
4095,0 of 0,Empty
4096,0 of 0,Empty
4097,0 of 0,Empty
4098,0 of 0,Empty
4099,0 of 0,Empty
4100,0 of 0,Empty
4101,0 of 0,Empty
4102,0 of 0,Empty
4103,0 of 0,Empty
4104,0 of 0,Empty
4105,0 of 0,Empty
4106,0 of 0,Empty
4107,0 of 0,Empty
4108,0 of 0,Empty
4109,0 of 0,Empty
4110,0 of 0,Empty
4111,0 of 0,Empty
4112,0 of 0,Empty
4113,0 of 0,Empty
4114,1 of 2,Section 197 CrPC
,2 of 2,Section 482 CrPC
4115,0 of 0,Empty
4116,0 of 0,Empty
4117,0 of 0,Empty
4118,0 of 0,Empty
4119,0 of 0,Empty
4120,0 of 0,Empty
4121,0 of 0,Empty
4122,0 of 0,Empty
4123,0 of 0,Empty
4124,0 of 0,Empty
4125,0 of 0,Empty
4126,0 of 0,Empty
4127,0 of 0,Empty
4128,0 of 0,Empty
4129,0 of 0,Empty
4130,0 of 0,Empty
4131,0 of 0,Empty
4132,0 of 0,Empty
4133,0 of 0,Empty
4134,0 of 0,Empty
4135,0 of 0,Empty
4136,0 of 0,Empty
4137,0 of 0,Empty
4138,0 of 0,Empty
4139,1 of 7,Section 307 IPC
,2 of 7,Section 16 CrPC
,3 of 7,Section 34 IPC
,4 of 7,Section 161 CrPC
,5 of 7,Section 302 IPC
,6 of 7,Section 13 IPC
,7 of 7,Section 1 CrPC
4140,0 of 0,Empty
4141,0 of 0,Empty
4142,0 of 0,Empty
4143,0 of 0,Empty
4144,0 of 0,Empty
4145,0 of 0,Empty
4146,0 of 0,Empty
4147,0 of 0,Empty
4148,0 of 0,Empty
4149,0 of 0,Empty
4150,0 of 0,Empty
4151,0 of 0,Empty
4152,0 of 0,Empty
4153,0 of 0,Empty
4154,0 of 0,Empty
4155,0 of 0,Empty
4156,0 of 0,Empty
4157,0 of 0,Empty
4158,0 of 0,Empty
4159,0 of 0,Empty
4160,0 of 0,Empty
4161,0 of 0,Empty
4162,0 of 0,Empty
4163,0 of 0,Empty
4164,0 of 0,Empty
4165,1 of 1,Section 161 CrPC
4166,0 of 0,Empty
4167,1 of 2,Section 302 IPC
,2 of 2,Section 120-B IPC
4168,0 of 0,Empty
4169,0 of 0,Empty
4170,0 of 0,Empty
4171,0 of 0,Empty
4172,0 of 0,Empty
4173,0 of 0,Empty
4174,0 of 0,Empty
4175,0 of 0,Empty
4176,0 of 0,Empty
4177,0 of 0,Empty
4178,0 of 0,Empty
4179,0 of 0,Empty
4180,0 of 0,Empty
4181,0 of 0,Empty
4182,0 of 0,Empty
4183,0 of 0,Empty
4184,0 of 0,Empty
4185,0 of 0,Empty
4186,0 of 0,Empty
4187,0 of 0,Empty
4188,0 of 0,Empty
4189,0 of 0,Empty
4190,0 of 0,Empty
4191,0 of 0,Empty
4192,0 of 0,Empty
4193,0 of 0,Empty
4194,0 of 0,Empty
4195,0 of 0,Empty
4196,0 of 0,Empty
4197,0 of 0,Empty
4198,0 of 0,Empty
4199,0 of 0,Empty
4200,0 of 0,Empty
4201,0 of 0,Empty
4202,0 of 0,Empty
4203,0 of 0,Empty
4204,0 of 0,Empty
4205,0 of 0,Empty
4206,0 of 0,Empty
4207,0 of 0,Empty
4208,0 of 0,Empty
4209,0 of 0,Empty
4210,0 of 0,Empty
4211,1 of 1,Section 428 CrPC
4212,0 of 0,Empty
4213,0 of 0,Empty
4214,0 of 0,Empty
4215,0 of 0,Empty
4216,0 of 0,Empty
4217,0 of 0,Empty
4218,0 of 0,Empty
4219,0 of 0,Empty
4220,0 of 0,Empty
4221,0 of 0,Empty
4222,0 of 0,Empty
4223,0 of 0,Empty
4224,0 of 0,Empty
4225,0 of 0,Empty
4226,0 of 0,Empty
4227,0 of 0,Empty
4228,0 of 0,Empty
4229,0 of 0,Empty
4230,0 of 0,Empty
4231,0 of 0,Empty
4232,0 of 0,Empty
4233,0 of 0,Empty
4234,0 of 0,Empty
4235,1 of 1,Section 21 IPC
4236,0 of 0,Empty
4237,0 of 0,Empty
4238,0 of 0,Empty
4239,0 of 0,Empty
4240,0 of 0,Empty
4241,0 of 0,Empty
4242,0 of 0,Empty
4243,0 of 0,Empty
4244,0 of 0,Empty
4245,0 of 0,Empty
4246,0 of 0,Empty
4247,0 of 0,Empty
4248,1 of 1,Section 302 IPC
4249,0 of 0,Empty
4250,0 of 0,Empty
4251,0 of 0,Empty
4252,0 of 0,Empty
4253,0 of 0,Empty
4254,0 of 0,Empty
4255,0 of 0,Empty
4256,0 of 0,Empty
4257,0 of 0,Empty
4258,0 of 0,Empty
4259,0 of 0,Empty
4260,0 of 0,Empty
4261,0 of 0,Empty
4262,0 of 0,Empty
4263,0 of 0,Empty
4264,0 of 0,Empty
4265,0 of 0,Empty
4266,0 of 0,Empty
4267,0 of 0,Empty
4268,1 of 6,Section 147 IPC
,2 of 6,Section 36 IPC
,3 of 6,Section 34 IPC
,4 of 6,Section 295 IPC
,5 of 6,Section 149 IPC
,6 of 6,Section 341 IPC
4269,0 of 0,Empty
4270,0 of 0,Empty
4271,0 of 0,Empty
4272,0 of 0,Empty
4273,0 of 0,Empty
4274,0 of 0,Empty
4275,0 of 0,Empty
4276,0 of 0,Empty
4277,0 of 0,Empty
4278,0 of 0,Empty
4279,0 of 0,Empty
4280,0 of 0,Empty
4281,0 of 0,Empty
4282,0 of 0,Empty
4283,0 of 0,Empty
4284,0 of 0,Empty
4285,1 of 3,Section 5 IPC
,2 of 3,Section 1 IPC
,3 of 3,Section 161 IPC
4286,0 of 0,Empty
4287,0 of 0,Empty
4288,0 of 0,Empty
4289,0 of 0,Empty
4290,0 of 0,Empty
4291,0 of 0,Empty
4292,0 of 0,Empty
4293,0 of 0,Empty
4294,0 of 0,Empty
4295,0 of 0,Empty
4296,0 of 0,Empty
4297,0 of 0,Empty
4298,0 of 0,Empty
4299,0 of 0,Empty
4300,0 of 0,Empty
4301,0 of 0,Empty
4302,0 of 0,Empty
4303,0 of 0,Empty
4304,0 of 0,Empty
4305,1 of 1,Section 304 IPC
4306,0 of 0,Empty
4307,0 of 0,Empty
4308,0 of 0,Empty
4309,1 of 2,Section 472 CrPC
,2 of 2,Section 441 IPC
4310,0 of 0,Empty
4311,0 of 0,Empty
4312,1 of 2,Section 153 CrPC
,2 of 2,Section 151 CrPC
4313,0 of 0,Empty
4314,0 of 0,Empty
4315,0 of 0,Empty
4316,0 of 0,Empty
4317,0 of 0,Empty
4318,0 of 0,Empty
4319,0 of 0,Empty
4320,0 of 0,Empty
4321,0 of 0,Empty
4322,0 of 0,Empty
4323,1 of 5,Section 20 CrPC
,2 of 5,Section 86 CrPC
,3 of 5,Section 80 CrPC
,4 of 5,Section 87 CrPC
,5 of 5,Section 1 CrPC
4324,0 of 0,Empty
4325,0 of 0,Empty
4326,0 of 0,Empty
4327,0 of 0,Empty
4328,0 of 0,Empty
4329,0 of 0,Empty
4330,0 of 0,Empty
4331,1 of 5,Section 307 IPC
,2 of 5,Section 34 IPC
,3 of 5,Section 302 IPC
,4 of 5,Section 324 IPC
,5 of 5,Section 313 CrPC
4332,0 of 0,Empty
4333,1 of 6,Section 104 IPC
,2 of 6,Section 100 IPC
,3 of 6,Section 99 IPC
,4 of 6,Section 106 IPC
,5 of 6,Section 96 IPC
,6 of 6,Section 304 IPC
4334,1 of 4,Section 306 IPC
,2 of 4,Section 1860 IPC
,3 of 4,Section 498 IPC
,4 of 4,Section 45 IPC
4335,0 of 0,Empty
4336,0 of 0,Empty
4337,0 of 0,Empty
4338,0 of 0,Empty
4339,0 of 0,Empty
4340,0 of 0,Empty
4341,0 of 0,Empty
4342,0 of 0,Empty
4343,0 of 0,Empty
4344,1 of 19,Section 1962 IPC
,2 of 19,Section 164 IPC
,3 of 19,Section 77 IPC
,4 of 19,Section 5 IPC
,5 of 19,Section 165 IPC
,6 of 19,Section 7 IPC
,7 of 19,Section 6 IPC
,8 of 19,Section 16 IPC
,9 of 19,Section 2 IPC
,10 of 19,Section 1860 IPC
,11 of 19,Section 161 IPC
,12 of 19,Section 4 IPC
,13 of 19,Section 1 IPC
,14 of 19,Section 2 CrPC
,15 of 19,Section 173 CrPC
,16 of 19,Section 45 IPC
,17 of 19,Section 19 IPC
,18 of 19,Section 21 IPC
,19 of 19,Section 1947 IPC
4345,0 of 0,Empty
4346,0 of 0,Empty
4347,0 of 0,Empty
4348,1 of 1,Section 65 CrPC
4349,0 of 0,Empty
4350,0 of 0,Empty
4351,0 of 0,Empty
4352,0 of 0,Empty
4353,0 of 0,Empty
4354,0 of 0,Empty
4355,0 of 0,Empty
4356,0 of 0,Empty
4357,0 of 0,Empty
4358,0 of 0,Empty
4359,0 of 0,Empty
4360,0 of 0,Empty
4361,0 of 0,Empty
4362,0 of 0,Empty
4363,0 of 0,Empty
4364,0 of 0,Empty
4365,0 of 0,Empty
4366,0 of 0,Empty
4367,0 of 0,Empty
4368,0 of 0,Empty
4369,0 of 0,Empty
4370,0 of 0,Empty
4371,0 of 0,Empty
4372,1 of 8,Section 147 IPC
,2 of 8,Section 34 IPC
,3 of 8,Section 302 IPC
,4 of 8,Section 149 IPC
,5 of 8,Section 148 IPC
,6 of 8,Section 323 IPC
,7 of 8,Section 304 IPC
,8 of 8,Section 32 IPC
4373,0 of 0,Empty
4374,0 of 0,Empty
4375,0 of 0,Empty
4376,0 of 0,Empty
4377,0 of 0,Empty
4378,0 of 0,Empty
4379,0 of 0,Empty
4380,0 of 0,Empty
4381,0 of 0,Empty
4382,1 of 3,Section 57 IPC
,2 of 3,Section 1973 CrPC
,3 of 3,Section 433 CrPC
4383,1 of 2,Section 302 IPC
,2 of 2,Section 34 IPC
4384,0 of 0,Empty
4385,0 of 0,Empty
4386,0 of 0,Empty
4387,0 of 0,Empty
4388,1 of 6,Section 437 CrPC
,2 of 6,Section 2 CrPC
,3 of 6,Section 11 CrPC
,4 of 6,Section 10 CrPC
,5 of 6,Section 29 CrPC
,6 of 6,Section 90 CrPC
4389,0 of 0,Empty
4390,0 of 0,Empty
4391,0 of 0,Empty
4392,0 of 0,Empty
4393,0 of 0,Empty
4394,0 of 0,Empty
4395,0 of 0,Empty
4396,0 of 0,Empty
4397,0 of 0,Empty
4398,0 of 0,Empty
4399,0 of 0,Empty
4400,0 of 0,Empty
4401,0 of 0,Empty
4402,0 of 0,Empty
4403,0 of 0,Empty
4404,0 of 0,Empty
4405,0 of 0,Empty
4406,0 of 0,Empty
4407,0 of 0,Empty
4408,0 of 0,Empty
4409,0 of 0,Empty
4410,0 of 0,Empty
4411,0 of 0,Empty
4412,0 of 0,Empty
4413,0 of 0,Empty
4414,0 of 0,Empty
4415,0 of 0,Empty
4416,0 of 0,Empty
4417,0 of 0,Empty
4418,0 of 0,Empty
4419,0 of 0,Empty
4420,0 of 0,Empty
4421,0 of 0,Empty
4422,0 of 0,Empty
4423,1 of 6,Section 14 IPC
,2 of 6,Section 114 IPC
,3 of 6,Section 384 IPC
,4 of 6,Section 324 IPC
,5 of 6,Section 4 IPC
,6 of 6,Section 88 IPC
4424,0 of 0,Empty
4425,0 of 0,Empty
4426,0 of 0,Empty
4427,0 of 0,Empty
4428,0 of 0,Empty
4429,0 of 0,Empty
4430,0 of 0,Empty
4431,0 of 0,Empty
4432,0 of 0,Empty
4433,1 of 1,Section 20 CrPC
4434,1 of 7,Section 85 IPC
,2 of 7,Section 504 IPC
,3 of 7,Section 114 IPC
,4 of 7,Section 96 IPC
,5 of 7,Section 324 IPC
,6 of 7,Section 1 IPC
,7 of 7,Section 135 IPC
4435,1 of 1,Section 302 IPC
4436,0 of 0,Empty
4437,0 of 0,Empty
4438,0 of 0,Empty
4439,0 of 0,Empty
4440,0 of 0,Empty
4441,0 of 0,Empty
4442,1 of 1,Section 494 IPC
4443,0 of 0,Empty
4444,1 of 2,Section 26 CrPC
,2 of 2,Section 11 CrPC
4445,0 of 0,Empty
4446,0 of 0,Empty
4447,0 of 0,Empty
4448,0 of 0,Empty
4449,0 of 0,Empty
4450,0 of 0,Empty
4451,0 of 0,Empty
4452,0 of 0,Empty
4453,0 of 0,Empty
4454,0 of 0,Empty
4455,0 of 0,Empty
4456,0 of 0,Empty
4457,0 of 0,Empty
4458,0 of 0,Empty
4459,0 of 0,Empty
4460,0 of 0,Empty
4461,0 of 0,Empty
4462,0 of 0,Empty
4463,0 of 0,Empty
4464,0 of 0,Empty
4465,0 of 0,Empty
4466,0 of 0,Empty
4467,0 of 0,Empty
4468,0 of 0,Empty
4469,0 of 0,Empty
4470,0 of 0,Empty
4471,0 of 0,Empty
4472,0 of 0,Empty
4473,0 of 0,Empty
4474,0 of 0,Empty
4475,0 of 0,Empty
4476,0 of 0,Empty
4477,0 of 0,Empty
4478,0 of 0,Empty
4479,0 of 0,Empty
4480,0 of 0,Empty
4481,0 of 0,Empty
4482,1 of 8,Section 36 CrPC
,2 of 8,Section 486 CrPC
,3 of 8,Section 1860 IPC
,4 of 8,Section 45 IPC
,5 of 8,Section 165 IPC
,6 of 8,Section 16 IPC
,7 of 8,Section 1 CrPC
,8 of 8,Section 1 IPC
4483,0 of 0,Empty
4484,0 of 0,Empty
4485,0 of 0,Empty
4486,0 of 0,Empty
4487,1 of 7,Section 376 IPC
,2 of 7,Section 34 IPC
,3 of 7,Section 363 IPC
,4 of 7,Section 302 IPC
,5 of 7,Section 366 IPC
,6 of 7,Section 1973 CrPC
,7 of 7,Section 379 CrPC
4488,0 of 0,Empty
4489,0 of 0,Empty
4490,0 of 0,Empty
4491,0 of 0,Empty
4492,1 of 2,Section 307 IPC
,2 of 2,Section 302 IPC
4493,0 of 0,Empty
4494,0 of 0,Empty
4495,1 of 1,Section 304 IPC
4496,0 of 0,Empty
4497,0 of 0,Empty
4498,0 of 0,Empty
4499,0 of 0,Empty
4500,0 of 0,Empty
4501,0 of 0,Empty
4502,0 of 0,Empty
4503,0 of 0,Empty
4504,0 of 0,Empty
4505,0 of 0,Empty
4506,0 of 0,Empty
4507,0 of 0,Empty
4508,0 of 0,Empty
4509,0 of 0,Empty
4510,0 of 0,Empty
4511,1 of 1,Section 432 CrPC
4512,0 of 0,Empty
4513,0 of 0,Empty
4514,0 of 0,Empty
4515,0 of 0,Empty
4516,0 of 0,Empty
4517,0 of 0,Empty
4518,0 of 0,Empty
4519,1 of 7,Section 25 CrPC
,2 of 7,Section 498 IPC
,3 of 7,Section 1119 CrPC
,4 of 7,Section 199 CrPC
,5 of 7,Section 1992 CrPC
,6 of 7,Section 1118 CrPC
,7 of 7,Section 1 IPC
4520,0 of 0,Empty
4521,0 of 0,Empty
4522,0 of 0,Empty
4523,0 of 0,Empty
4524,1 of 2,Section 1973 CrPC
,2 of 2,Section 313 CrPC
4525,0 of 0,Empty
4526,0 of 0,Empty
4527,0 of 0,Empty
4528,0 of 0,Empty
4529,0 of 0,Empty
4530,0 of 0,Empty
4531,0 of 0,Empty
4532,1 of 3,Section 482 CrPC
,2 of 3,Section 193 IPC
,3 of 3,Section 120-B IPC
4533,0 of 0,Empty
4534,0 of 0,Empty
4535,0 of 0,Empty
4536,0 of 0,Empty
4537,0 of 0,Empty
4538,0 of 0,Empty
4539,1 of 7,Section 27 IPC
,2 of 7,Section 307 IPC
,3 of 7,Section 34 IPC
,4 of 7,Section 54 IPC
,5 of 7,Section 25 IPC
,6 of 7,Section 302 IPC
,7 of 7,Section 59 IPC
4540,0 of 0,Empty
4541,0 of 0,Empty
4542,0 of 0,Empty
4543,0 of 0,Empty
4544,0 of 0,Empty
4545,0 of 0,Empty
4546,0 of 0,Empty
4547,0 of 0,Empty
4548,0 of 0,Empty
4549,0 of 0,Empty
4550,0 of 0,Empty
4551,0 of 0,Empty
4552,0 of 0,Empty
4553,0 of 0,Empty
4554,0 of 0,Empty
4555,0 of 0,Empty
4556,0 of 0,Empty
4557,0 of 0,Empty
4558,0 of 0,Empty
4559,0 of 0,Empty
4560,1 of 2,Section 380 IPC
,2 of 2,Section 302 IPC
4561,1 of 5,Section 1977 CrPC
,2 of 5,Section 2 CrPC
,3 of 5,Section 87 CrPC
,4 of 5,Section 1 CrPC
,5 of 5,Section 1976 CrPC
4562,0 of 0,Empty
4563,1 of 17,Section 433 CrPC
,2 of 17,Section 32 CrPC
,3 of 17,Section 1898 CrPC
,4 of 17,Section 418 CrPC
,5 of 17,Section 302 IPC
,6 of 17,Section 53 IPC
,7 of 17,Section 1973 CrPC
,8 of 17,Section 383 CrPC
,9 of 17,Section 16 IPC
,10 of 17,Section 26 IPC
,11 of 17,Section 1955 IPC
,12 of 17,Section 60 IPC
,13 of 17,Section 1973 IPC
,14 of 17,Section 433 IPC
,15 of 17,Section 55 IPC
,16 of 17,Section 1 IPC
,17 of 17,Section 53-A IPC
4564,0 of 0,Empty
4565,0 of 0,Empty
4566,0 of 0,Empty
4567,0 of 0,Empty
4568,0 of 0,Empty
4569,0 of 0,Empty
4570,0 of 0,Empty
4571,0 of 0,Empty
4572,0 of 0,Empty
4573,0 of 0,Empty
4574,0 of 0,Empty
4575,0 of 0,Empty
4576,0 of 0,Empty
4577,0 of 0,Empty
4578,0 of 0,Empty
4579,0 of 0,Empty
4580,0 of 0,Empty
4581,1 of 1,Section 382 CrPC
4582,0 of 0,Empty
4583,0 of 0,Empty
4584,0 of 0,Empty
4585,0 of 0,Empty
4586,0 of 0,Empty
4587,1 of 2,Section 449 IPC
,2 of 2,Section 302 IPC
4588,0 of 0,Empty
4589,0 of 0,Empty
4590,1 of 2,Section 302 IPC
,2 of 2,Section 201 IPC
4591,0 of 0,Empty
